symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
NUCKS1	0.06430184174654766	No data	No data	No data	No data	0.04103532883878443	No data	0.5185994029641956	nuclear casein kinase and cyclin dependent kinase substrate 1
CYB5R4	0.064268069043115	No data	No data	No data	No data	0.024317231904464845	No data	0.5225011595343725	cytochrome b5 reductase 4
PPM1L	0.06425925997831208	No data	No data	No data	No data	0.06518369107724604	No data	0.5122120935276714	protein phosphatase, Mg2+/Mn2+ dependent 1L
GPER1	0.06422879493185127	No data	No data	No data	No data	0.4643183312175678	No data	0.255756486555209	G protein-coupled estrogen receptor 1
TNKS	0.06398734452866625	0.06199177362908458	No data	No data	No data	0.0914917929542975	No data	0.43861614315150793	tankyrase
CRH	0.06398704813135522	No data	No data	No data	No data	0.283678339646461	No data	0.4553495922935969	corticotropin releasing hormone
ZC3H4	0.0639738622016389	No data	No data	No data	No data	0.06383273374922022	No data	0.5102025445022329	zinc finger CCCH-type containing 4
AMELX	0.06396447723762624	No data	No data	No data	No data	No data	No data	0.526083540173681	amelogenin X-linked
AMELY	0.06396447723762624	No data	No data	No data	No data	No data	No data	0.526083540173681	amelogenin Y-linked
HSD17B3	0.06394314960590113	No data	No data	No data	No data	No data	No data	0.525908128500108	hydroxysteroid 17-beta dehydrogenase 3
HOXA13	0.06374673631581294	No data	No data	No data	No data	No data	No data	0.5242927037604845	homeobox A13
GLI2	0.06365360893822611	No data	No data	No data	No data	0.2796481669013457	No data	0.45361472471174963	GLI family zinc finger 2
ANGPT2	0.06365067258018792	No data	No data	No data	No data	0.5235026160070557	No data	No data	angiopoietin 2
CD40	0.06364895894081135	No data	No data	No data	No data	0.5234885219737933	No data	No data	CD40 molecule
SFRP5	0.06364557547921766	No data	No data	No data	No data	0.5234606942867688	No data	No data	secreted frizzled related protein 5
PFKFB3	0.06359853332699243	No data	No data	No data	No data	0.5230737904449989	No data	No data	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
BSCL2	0.06353041786477394	No data	No data	No data	No data	No data	No data	0.5225135666293433	BSCL2 lipid droplet biogenesis associated, seipin
CPT1C	0.06344479837355069	No data	No data	No data	No data	0.11273232293377497	No data	0.4936262980873561	carnitine palmitoyltransferase 1C
ACTB	0.0634053651246769	No data	No data	No data	No data	0.09837265836864913	No data	0.49689189072809514	actin beta
EVX2	0.06322157830098536	No data	No data	No data	No data	No data	No data	0.5199734784729125	even-skipped homeobox 2
ATP2A1	0.06321299578073612	0.10398057810046989	No data	No data	No data	No data	No data	No data	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
NQO1	0.06320595267843193	No data	No data	No data	No data	0.2561058916794485	No data	0.45581849074005837	NAD(P)H quinone dehydrogenase 1
PRDX5	0.06320542560811424	No data	No data	No data	No data	0.07295169571339452	No data	0.5016027047783193	peroxiredoxin 5
CHST8	0.06314158445594859	No data	No data	No data	No data	0.04863446380892969	No data	0.5071569435161564	carbohydrate sulfotransferase 8
CCL13	0.0630385767294954	No data	No data	No data	No data	0.1847011971910307	No data	0.4722930607290346	C-C motif chemokine ligand 13
NUAK2	0.06303800388072063	No data	No data	No data	No data	0.39870128143362144	No data	0.41878832820470546	NUAK family kinase 2
PIK3R1	0.06291597628085718	No data	No data	No data	No data	0.1443531678928794	No data	0.4813717259106849	phosphoinositide-3-kinase regulatory subunit 1
FGFR3	0.06286596216955011	No data	No data	No data	No data	0.20600342869246663	No data	0.46554781363392034	fibroblast growth factor receptor 3
NPC1	0.06286049101230216	No data	No data	No data	No data	0.34745043725176433	No data	0.43014106330294144	NPC intracellular cholesterol transporter 1
ANK2	0.06285290386456654	No data	No data	No data	No data	No data	No data	0.5169412712063352	ankyrin 2
DOK1	0.0628287806185408	No data	No data	No data	No data	0.2826878208894038	No data	0.44607091144418703	docking protein 1
DGKK	0.0628285752963993	No data	No data	No data	No data	0.516741177969878	No data	No data	diacylglycerol kinase kappa
CLCN7	0.06277574385617213	No data	No data	No data	No data	No data	No data	0.516306659432285	chloride voltage-gated channel 7
MFRP	0.06275250344297668	No data	No data	No data	No data	No data	No data	0.5161155158573358	membrane frizzled-related protein
FOXP2	0.06274603579551973	No data	No data	No data	No data	0.06687238773727831	No data	0.4993442249782253	forkhead box P2
ZBTB16	0.06262171433946002	No data	No data	No data	No data	0.10030858160591746	No data	0.4899626797355435	zinc finger and BTB domain containing 16
CYP27B1	0.062606211417164	No data	No data	No data	No data	0.24389666652221081	No data	0.4539381528565103	cytochrome P450 family 27 subfamily B member 1
EYA1	0.06259809421232065	No data	No data	No data	No data	No data	No data	0.514845558559049	EYA transcriptional coactivator and phosphatase 1
PNPLA3	0.06256574301724878	No data	No data	No data	No data	0.5145794822622158	No data	No data	patatin like phospholipase domain containing 3
CNNM2	0.062458995441714606	No data	No data	No data	No data	0.5137015239818198	No data	No data	cyclin and CBS domain divalent metal cation transport mediator 2
FAM170A	0.0624475672113192	No data	No data	No data	No data	No data	No data	0.5136075311257224	family with sequence similarity 170 member A
PRKAB1	0.062380470657976875	No data	No data	No data	No data	0.08207065767756885	No data	0.4925380230293367	protein kinase AMP-activated non-catalytic subunit beta 1
GCK	0.06227782771487133	No data	No data	No data	No data	0.2904654326066182	No data	0.4395951300600165	glucokinase
RUNX2	0.0622595927375623	No data	No data	No data	No data	0.1346955116941548	No data	0.4783876345229575	RUNX family transcription factor 2
FABP3	0.0622428008875731	No data	No data	No data	No data	0.43527853054673626	No data	0.3065795012355405	fatty acid binding protein 3
PLAAT3	0.06214019673901562	No data	No data	No data	No data	0.24972266999932222	No data	0.4486488581891618	phospholipase A and acyltransferase 3
GJE1	0.0621299420713175	No data	No data	No data	No data	No data	No data	0.5109951849405189	gap junction protein epsilon 1
VSX2	0.06208905422006089	No data	No data	No data	No data	No data	No data	0.5106588978876401	visual system homeobox 2
NR5A1	0.06206523218999721	No data	No data	No data	No data	0.037553236325797865	No data	0.50107466165332	nuclear receptor subfamily 5 group A member 1
PLOD1	0.062012424502779384	No data	No data	No data	No data	0.5100286475566603	No data	No data	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
HMGA2	0.06182371831851832	No data	No data	No data	No data	0.15315093477429823	No data	0.470188877142768	high mobility group AT-hook 2
CGA	0.0617822882317389	No data	No data	No data	No data	No data	No data	0.5081358641021567	glycoprotein hormones, alpha polypeptide
CES1	0.061756163357888055	No data	No data	No data	No data	0.10677618642424967	No data	0.48122695032738466	carboxylesterase 1
SLC26A4	0.06172386415276126	No data	No data	No data	No data	0.024317231904464845	No data	0.5015760402580571	solute carrier family 26 member 4
B3GNT5	0.06169519707536622	No data	No data	No data	No data	0.15198269940290526	No data	0.4694238975557734	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
OR4M2	0.061615906839278214	No data	No data	No data	No data	No data	No data	0.5067674403184437	olfactory receptor family 4 subfamily M member 2
OR4M2B	0.061615906839278214	No data	No data	No data	No data	No data	No data	0.5067674403184437	olfactory receptor family 4 subfamily M member 2B
OR4M1	0.061615906839278214	No data	No data	No data	No data	No data	No data	0.5067674403184437	olfactory receptor family 4 subfamily M member 1
SATB2	0.061500537312682374	No data	No data	No data	No data	0.02279740491043579	No data	0.5001192185364141	SATB homeobox 2
WDFY2	0.06149451110782959	No data	No data	No data	No data	No data	No data	0.5057690065170509	WD repeat and FYVE domain containing 2
LIN9	0.06146366813981272	No data	No data	No data	No data	No data	0.024684439347592096	0.4993442249782253	lin-9 DREAM MuvB core complex component
FGF9	0.06143152854092707	No data	No data	No data	No data	0.06535256074324927	No data	0.4889128586307737	fibroblast growth factor 9
ABCG1	0.06139663013175948	No data	No data	No data	No data	0.5049639726509048	No data	No data	ATP binding cassette subfamily G member 1
CYFIP1	0.06134744864443574	No data	No data	No data	No data	0.5045594735901814	No data	No data	cytoplasmic FMR1 interacting protein 1
TTC21B	0.06126771637678091	No data	No data	No data	No data	0.01823792392834863	No data	0.4993442249782253	tetratricopeptide repeat domain 21B
LPL	0.061215127135589686	No data	No data	No data	No data	0.3632799881994104	No data	0.41265118236798315	lipoprotein lipase
MEST	0.06116198508780851	No data	No data	No data	No data	0.5030341062510382	No data	No data	mesoderm specific transcript
SDC3	0.06111469799761295	No data	No data	No data	No data	0.16143940069908602	No data	0.46228533771268526	syndecan 3
FGL1	0.061094270497755974	No data	No data	No data	No data	0.20304550900896137	No data	0.45171580220450985	fibrinogen like 1
UBB	0.0610614148486745	No data	No data	No data	No data	0.1865165461005654	No data	0.45557781769207056	ubiquitin B
LRG1	0.06093815548357203	No data	No data	No data	No data	0.5011931927365736	No data	No data	leucine rich alpha-2-glycoprotein 1
C1QTNF1	0.06087782953170698	No data	No data	No data	No data	0.09047163951676115	No data	0.47807912480697645	C1q and TNF related 1
MAGI2	0.06071334659475386	No data	No data	No data	No data	No data	No data	0.4993442249782253	membrane associated guanylate kinase, WW and PDZ domain containing 2
SLC6A9	0.06071334659475386	No data	No data	No data	No data	No data	No data	0.4993442249782253	solute carrier family 6 member 9
NDUFAF6	0.06071334659475386	No data	No data	No data	No data	No data	No data	0.4993442249782253	NADH:ubiquinone oxidoreductase complex assembly factor 6
CFTR	0.060711282486842426	No data	No data	No data	No data	0.09040944178480823	No data	0.4767248880281223	CF transmembrane conductance regulator
PPP1R3C	0.06069397034426131	No data	No data	No data	No data	0.09118961964174316	No data	0.47638745776398234	protein phosphatase 1 regulatory subunit 3C
WDR13	0.06068747600492593	No data	No data	No data	No data	0.20872290717998992	No data	0.4469507224040638	WD repeat domain 13
CRYGD	0.06067706289476586	No data	No data	No data	No data	No data	No data	0.49904580532149345	crystallin gamma D
MBD5	0.06067058825878825	No data	No data	No data	No data	0.09199175055525848	No data	0.475994616259959	methyl-CpG binding domain protein 5
NR1H3	0.060645649136433485	No data	No data	No data	No data	0.38253901302585447	No data	0.40315268582946656	nuclear receptor subfamily 1 group H member 3
PPL	0.060590563954141946	No data	No data	No data	No data	0.4983343843755261	No data	No data	periplakin
DHH	0.060488769342833294	No data	No data	No data	No data	0.01823792392834863	No data	0.49293768136332805	desert hedgehog signaling molecule
EGR1	0.060344434037029014	No data	No data	No data	No data	0.14194677515233342	No data	0.4608233654662291	early growth response 1
CXADRP1	0.060339955005744024	No data	No data	No data	No data	0.49627322092252707	No data	No data	CXADR pseudogene 1
PXDN	0.060274829831063394	No data	No data	No data	No data	No data	No data	0.4957375910865614	peroxidasin
APP	0.060255665226192384	No data	No data	No data	No data	0.4955799694876368	No data	No data	amyloid beta precursor protein
SMPD3	0.060220383524670955	No data	No data	No data	No data	0.01823792392834863	No data	0.490730309905781	sphingomyelin phosphodiesterase 3
LHX9	0.06019723448735091	No data	No data	No data	No data	No data	No data	0.495099398844802	LIM homeobox 9
CACNA1F	0.06013158067938759	No data	No data	No data	No data	No data	No data	0.49455942120079005	calcium voltage-gated channel subunit alpha1 F
SLC22A3	0.0601183230287115	No data	No data	No data	No data	0.49445038205745184	No data	No data	solute carrier family 22 member 3
SOX2	0.06002639003985867	No data	No data	No data	No data	0.3284312360163582	No data	0.4115864591238328	SRY-box transcription factor 2
KMT2B	0.05997615060957245	No data	No data	No data	No data	No data	No data	0.49328106788799697	lysine methyltransferase 2B
FSHB	0.059945571138524785	No data	No data	No data	No data	0.028876712886552	No data	0.4858103851269624	follicle stimulating hormone subunit beta
EDA	0.05994087336792747	No data	No data	No data	No data	0.12310598651635328	No data	0.46221442933993057	ectodysplasin A
FMR1	0.059907617734087794	No data	No data	No data	No data	0.09554701035040279	No data	0.46883065841910404	fragile X messenger ribonucleoprotein 1
INSL3	0.05988600102561385	No data	No data	No data	No data	0.38717592672890117	No data	0.3957456401044	insulin like 3
HGF	0.059860557495677806	No data	No data	No data	No data	0.41068525229369124	No data	0.32658042447696284	hepatocyte growth factor
PLA2G1B	0.059774973077602336	No data	No data	No data	No data	0.0852589169717098	No data	0.4703117298247854	phospholipase A2 group IB
ESRRG	0.05952492946905771	No data	No data	No data	No data	0.48956994532036713	No data	No data	estrogen related receptor gamma
NR1I3	0.059502356604237	No data	No data	No data	No data	0.489384292077355	No data	No data	nuclear receptor subfamily 1 group I member 3
WWOX	0.05946064095011386	0.05712425108970552	No data	No data	No data	0.032422975872619796	No data	0.41403332992331976	WW domain containing oxidoreductase
NPR2	0.05944435545511607	No data	No data	No data	No data	0.0788621340235075	No data	0.46919172114099433	natriuretic peptide receptor 2
NHS	0.059427294935750545	No data	No data	No data	No data	No data	No data	0.4887669383523805	NHS actin remodeling regulator
ROR2	0.059341719702795975	No data	No data	No data	No data	No data	No data	0.48806311455129353	receptor tyrosine kinase like orphan receptor 2
UCN3	0.05926623614152175	No data	No data	No data	No data	0.48744229091831776	No data	No data	urocortin 3
CDKN1B	0.05926359213197324	No data	No data	No data	No data	0.08150156690313795	No data	0.467045153217836	cyclin dependent kinase inhibitor 1B
